Ticker,n_Folds,Mean_Base_AUC,Mean_HMM_AUC,Mean_Delta_HMM_AUC,Median_Delta_HMM_AUC,SD_Delta_HMM_AUC,Proportion_Folds_HMM_Better,Pooled_Base_OOS_AUC,Pooled_HMM_OOS_AUC,Pooled_AUC_Delta,Mean_Base_PR_AUC,Mean_HMM_PR_AUC,Mean_Base_Balanced_Accuracy,Mean_HMM_Balanced_Accuracy,Interpretation_Label
AAPL,9,0.47923412743817256,0.48952922641895236,0.010295098980779849,0.0,0.036485626261593435,0.4444444444444444,0.43746686861037487,0.43419159409314656,-0.0032752745172283104,0.6100639426014638,0.6156752329562041,0.4857032954385597,0.4916710977426637,no consistent incremental value
IBM,9,0.5451612576726019,0.5268842867329779,-0.018276970939623976,-0.02218934911242587,0.043584880238452785,0.2222222222222222,0.511903667616509,0.5086864601525876,-0.003217207463921401,0.6020145526380771,0.5871306597427707,0.517341403500927,0.5141778618594453,no consistent incremental value
