Ticker,HMM_State,Regime_Label,Self_Transition_Probability,Expected_Duration_Weeks
AAPL,0,Bullish,0.9056712113358862,10.601217445511816
AAPL,1,Bearish,0.8941805057579442,9.450054615764456
IBM,0,Bullish,0.9087988193471941,10.964770333477407
IBM,1,Bearish,0.7831299604300441,4.611056474112135
MSFT,0,Bullish,0.9181113005535452,12.211697178728274
MSFT,1,Bearish,0.7184212316653188,3.551404127215344
